job_title,experience_level,salary_in_usd,employee_residence,employment_type
Machine Learning Engineer,SE,278700,US,FT
Machine Learning Engineer,SE,159300,US,FT
Data Analyst,SE,145000,US,FT
Data Analyst,SE,110000,US,FT
Data Science,EN,57277,FR,FT
BI Data Analyst,SE,66666,DE,FT
Analytics Engineer,MI,126000,US,FT
Analytics Engineer,MI,78000,US,FT
Research Scientist,SE,290000,US,FT
Research Scientist,SE,240000,US,FT
Machine Learning Engineer,SE,210000,US,FT
Machine Learning Engineer,SE,178500,US,FT
AI Research Scientist,SE,150000,SA,FT
Machine Learning Engineer,EX,290000,US,FT
Machine Learning Engineer,EX,232000,US,FT
Research Scientist,SE,234000,US,FT
Research Scientist,SE,146000,US,FT
Data Engineer,MI,172400,US,FT
Data Engineer,MI,109000,US,FT
Data Analyst,EN,88800,US,FT
Data Analyst,EN,64600,US,FT
MLOps Engineer,MI,156200,CA,FT
MLOps Engineer,MI,106500,CA,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,109400,US,FT
Research Analyst,EN,106000,US,FT
Research Analyst,EN,66000,US,FT
Machine Learning Engineer,SE,234300,US,FT
Machine Learning Engineer,SE,96900,US,FT
Data Analyst,EN,157600,US,FT
Data Analyst,EN,96800,US,FT
Research Engineer,SE,339250,US,FT
Research Engineer,SE,180000,US,FT
Big Data Engineer,MI,27611,IN,FT
Data Analyst,EN,70000,US,FT
Data Analyst,EN,50000,US,FT
Research Analyst,SE,94600,US,FT
Research Analyst,SE,77400,US,FT
Data Analyst,EN,192500,US,FT
Data Analyst,EN,140000,US,FT
Data Scientist,MI,154500,US,FT
Data Scientist,MI,75705,US,FT
Business Intelligence Analyst,EN,95000,US,FT
Business Intelligence Analyst,EN,85000,US,FT
Business Intelligence Manager,MI,164700,US,FT
Business Intelligence Manager,MI,117500,US,FT
Data Analyst,EN,80000,US,FT
Data Analyst,EN,45700,US,FT
Data Analyst,SE,117000,US,FT
Data Analyst,SE,115765,US,FT
Data Analyst,SE,140000,CA,FT
Data Analyst,SE,107000,CA,FT
Machine Learning Engineer,SE,178250,US,FT
Machine Learning Engineer,SE,105500,US,FT
Data Developer,SE,62500,GB,FT
Data Developer,SE,62500,GB,FT
Prompt Engineer,SE,197011,US,FT
Prompt Engineer,SE,115889,US,FT
Research Scientist,MI,138000,US,FT
Research Scientist,MI,86000,US,FT
Data Engineer,SE,259700,US,FT
Data Engineer,SE,185500,US,FT
Data Analyst,EN,80000,US,FT
Data Analyst,EN,80000,US,FT
Data Analyst,EX,175000,US,FT
Data Analyst,EX,68000,US,FT
Data Science,MI,243500,US,FT
Data Science,MI,201400,US,FT
Data Analyst,EN,33500,GB,FT
Data Analyst,EN,33500,GB,FT
Data Analyst,MI,110000,US,FT
Data Analyst,MI,90000,US,FT
Research Scientist,SE,123765,US,FT
Research Scientist,SE,85469,US,FT
Data Analyst,MI,85000,US,FT
Data Analyst,MI,61800,US,FT
Data Engineer,MI,242100,US,FT
Data Engineer,MI,116200,US,FT
Data Manager,MI,128000,US,FT
Data Manager,MI,81500,US,FT
Machine Learning Engineer,SE,250000,US,FT
Machine Learning Engineer,SE,212500,US,FT
Data Scientist,SE,100000,FR,FT
Data Scientist,SE,55555,FR,FT
Data Specialist,MI,69000,US,FT
Data Specialist,MI,44000,US,FT
Data Analyst,MI,77280,US,FT
Data Analyst,MI,58000,US,FT
Business Intelligence,EN,166000,US,FT
Business Intelligence,EN,119000,US,FT
Machine Learning Engineer,SE,192000,US,FT
Machine Learning Engineer,SE,164000,US,FT
Research Scientist,MI,218213,US,FT
Research Scientist,MI,151800,US,FT
Data Architect,SE,149750,US,FT
Data Architect,SE,84500,US,FT
Data Scientist,SE,130000,US,FT
Data Scientist,SE,120000,US,FT
Data Integration Engineer,MI,100000,US,FT
Data Integration Engineer,MI,70000,US,FT
Data Engineer,MI,200000,US,FT
Data Engineer,MI,150000,US,FT
Data Scientist,SE,253430,US,FT
Data Scientist,SE,200740,US,FT
Data Scientist,SE,234900,US,FT
Data Scientist,SE,97300,US,FT
Machine Learning Engineer,SE,206000,US,FT
Machine Learning Engineer,SE,165000,US,FT
Data Analyst,EN,70000,US,FT
Data Analyst,EN,60000,US,FT
Data Science Manager,MI,328000,US,FT
Data Science Manager,MI,258000,US,FT
Data Engineer,SE,190000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,111111,PL,FT
Data Engineer,SE,66666,PL,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,162000,US,FT
Business Intelligence,EX,230000,CA,FT
Business Intelligence,EX,155000,CA,FT
Data Science Analyst,EN,70000,US,FT
Data Science Analyst,EN,64000,US,FT
Data Analyst,SE,165000,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,162000,US,FT
Data Analytics Associate,SE,91000,US,FT
Research Analyst,EN,219000,US,FT
Research Analyst,EN,123000,US,FT
Data Scientist,MI,212000,US,FT
Data Scientist,MI,93300,US,FT
BI Analyst,EN,157600,US,FT
BI Analyst,EN,96800,US,FT
Data Analyst,EN,137100,US,FT
Data Analyst,EN,109700,US,FT
Data Manager,MI,83300,US,FT
Data Manager,MI,47500,US,FT
Data Engineer,SE,304750,US,FT
Data Engineer,SE,160000,US,FT
Data Architect,SE,242100,US,FT
Data Architect,SE,116200,US,FT
Cloud Database Engineer,MI,189000,US,FT
Cloud Database Engineer,MI,106000,US,FT
Research Engineer,EN,101200,US,FT
Research Engineer,EN,57700,US,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,77400,US,FT
Machine Learning Engineer,SE,270000,US,FT
Machine Learning Engineer,SE,153000,US,FT
Data Reporting Analyst,EN,90300,US,FT
Data Reporting Analyst,EN,50200,US,FT
Data Engineer,EN,146000,US,FT
Data Engineer,EN,98000,US,FT
Data Specialist,MI,105000,AU,FT
Data Specialist,MI,80000,AU,FT
Data Engineer,SE,300000,US,FT
Data Engineer,SE,200000,US,FT
Data Analyst,EX,125000,US,FT
Data Analyst,EX,100000,US,FT
Data Engineer,SE,165000,US,FT
Data Engineer,SE,100000,US,FT
Data Engineer,MI,115000,US,FT
Data Engineer,MI,75000,US,FT
Research Scientist,SE,96643,CA,FT
Research Scientist,SE,51543,CA,FT
Business Intelligence Analyst,MI,181280,US,FT
Business Intelligence Analyst,MI,164800,US,FT
Data Analyst,MI,107500,US,FT
Data Analyst,MI,96750,US,FT
Data Scientist,SE,96750,US,FT
Data Scientist,SE,69600,US,FT
Data Scientist,MI,150000,US,FT
Data Scientist,MI,127500,US,FT
Data Engineer,EX,225000,US,FT
Data Engineer,EX,190000,US,FT
Data Scientist,SE,245000,US,FT
Data Scientist,SE,180000,US,FT
Data Architect,SE,175000,US,FT
Data Architect,SE,117000,US,FT
Data Scientist,SE,190000,US,FT
Data Scientist,SE,136000,US,FT
Research Scientist,SE,245400,US,FT
Research Scientist,SE,139000,US,FT
Data Scientist,MI,170000,US,FT
Data Scientist,MI,120000,US,FT
Data Engineer,SE,169900,US,FT
Data Engineer,SE,135920,US,FT
Data Scientist,SE,170000,US,FT
Data Scientist,SE,160000,US,FT
Data Science,SE,240000,US,FT
Data Science,SE,204000,US,FT
Data Scientist,SE,185000,US,FT
Data Scientist,SE,123000,US,FT
Data Science,MI,170000,US,FT
Data Science,MI,140000,US,FT
AI Engineer,SE,90000,AE,FT
Machine Learning Engineer,SE,180500,US,FT
Machine Learning Engineer,SE,96200,US,FT
Machine Learning Engineer,SE,235000,AU,FT
Machine Learning Engineer,SE,175000,AU,FT
Business Intelligence Developer,MI,95413,US,FT
Business Intelligence Developer,MI,70692,US,FT
Data Engineer,SE,110000,UA,FT
Data Engineer,SE,48000,UA,FT
Data Scientist,SE,222300,US,FT
Data Scientist,SE,119700,US,FT
Cloud Database Engineer,SE,170375,US,FT
Cloud Database Engineer,SE,102500,US,FT
Data Engineer,SE,270000,AU,FT
Data Engineer,SE,190000,AU,FT
Data Engineer,MI,98000,US,FT
Data Engineer,MI,68300,US,FT
Machine Learning Engineer,MI,223100,US,FT
Machine Learning Engineer,MI,126400,US,FT
Data Engineer,SE,283800,US,FT
Data Engineer,SE,198900,US,FT
Research Engineer,MI,166000,US,FT
Research Engineer,MI,73000,US,FT
Data Analyst,EN,130000,US,FT
Data Analyst,EN,100000,US,FT
Machine Learning Scientist,SE,220000,US,FT
Machine Learning Scientist,SE,137500,US,FT
Research Engineer,SE,234000,US,FT
Research Engineer,SE,146000,US,FT
Data Analyst,EN,44000,LT,FT
Data Analyst,EN,37333,LT,FT
Data Engineer,SE,275000,US,FT
Data Engineer,SE,200000,US,FT
Data Engineer,SE,204000,US,FT
Data Engineer,SE,163200,US,FT
Data Scientist,MI,135000,US,FT
Data Scientist,MI,110000,US,FT
Machine Learning Engineer,SE,195000,US,FT
Machine Learning Engineer,SE,170000,US,FT
Data Engineer,MI,210000,US,FT
Data Engineer,MI,130000,US,FT
Data Scientist,MI,136000,US,FT
Data Scientist,MI,106700,US,FT
Data Scientist,MI,164000,US,FT
Data Scientist,MI,131000,US,FT
Applied Scientist,MI,250000,US,FT
Applied Scientist,MI,170000,US,FT
Data Analyst,SE,175000,US,FT
Data Analyst,SE,117000,US,FT
Data Engineer,SE,205500,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,146000,US,FT
Data Engineer,SE,82500,US,FT
Data Science Manager,MI,240000,US,FT
Data Science Manager,MI,180000,US,FT
Data Analyst,SE,157500,US,FT
Data Analyst,SE,132500,US,FT
Data Engineer,SE,209943,US,FT
Data Engineer,SE,155175,US,FT
Data Scientist,SE,244800,US,FT
Data Scientist,SE,172000,US,FT
Research Scientist,SE,250000,US,FT
Research Scientist,SE,200000,US,FT
Research Scientist,SE,600000,US,FT
Research Scientist,SE,280000,US,FT
Prompt Engineer,SE,600000,US,FT
Prompt Engineer,SE,280000,US,FT
Data Science,SE,180000,US,FT
Data Science,SE,160000,US,FT
Data Analyst,EN,184180,US,FT
Data Analyst,EN,159870,US,FT
Data Scientist,SE,195000,US,FT
Data Scientist,SE,110000,US,FT
Research Scientist,SE,500000,US,FT
Research Scientist,SE,180000,US,FT
Data Scientist,SE,220000,US,FT
Data Scientist,SE,137500,US,FT
AI Engineer,SE,212000,US,FT
AI Engineer,SE,93300,US,FT
Data Scientist,SE,212000,US,FT
Data Scientist,SE,93300,US,FT
Data Analyst,EN,291900,US,FT
Data Analyst,EN,103800,US,FT
Data Science,SE,234000,US,FT
Data Science,SE,146000,US,FT
Data Scientist,SE,212000,US,FT
Data Scientist,SE,93300,US,FT
Data Science Consultant,MI,160000,US,FT
Data Science Consultant,MI,70000,US,FT
Research Engineer,SE,179000,US,FT
Research Engineer,SE,112000,US,FT
Data Management Analyst,EN,145000,US,FT
Data Management Analyst,EN,120000,US,FT
Data Scientist,MI,142100,US,FT
Data Scientist,MI,94700,US,FT
AI Engineer,MI,166000,US,FT
AI Engineer,MI,73100,US,FT
Data Science Consultant,SE,145000,US,FT
Data Science Consultant,SE,128000,US,FT
Data Analyst,EN,90000,US,FT
Data Analyst,EN,75000,US,FT
Data Scientist,MI,99000,US,FT
Data Scientist,MI,87000,US,FT
Data Engineer,EX,334075,CA,FT
Data Engineer,EX,268500,CA,FT
Data Scientist,SE,230000,US,FT
Data Scientist,SE,195000,US,FT
Research Analyst,SE,212000,US,FT
Research Analyst,SE,93300,US,FT
Data Operations Analyst,EN,110500,US,FT
Data Operations Analyst,EN,69000,US,FT
Data Management Consultant,SE,100000,US,FT
Data Management Consultant,SE,85000,US,FT
Business Intelligence Analyst,MI,107690,US,FT
Business Intelligence Analyst,MI,78300,US,FT
Analytics Engineer,EN,131000,US,FT
Analytics Engineer,EN,110000,US,FT
Data Analyst,EN,133000,US,FT
Data Analyst,EN,58400,US,FT
Data Engineer,EN,115000,US,FT
Data Engineer,EN,87550,US,FT
Data Engineer,EX,209309,US,FT
Data Engineer,EX,168854,US,FT
Research Analyst,EN,133000,US,FT
Research Analyst,EN,58400,US,FT
Data Scientist,SE,269000,CA,FT
Data Scientist,SE,165000,CA,FT
Data Scientist,SE,245000,US,FT
Data Scientist,SE,185000,US,FT
Research Scientist,SE,333500,US,FT
Research Scientist,SE,180000,US,FT
Data Scientist,SE,195000,US,FT
Data Scientist,SE,147500,US,FT
Machine Learning Engineer,EN,187500,US,FT
Machine Learning Engineer,EN,99500,US,FT
Analytics Engineer,SE,126400,US,FT
Analytics Engineer,SE,101100,US,FT
Data Engineer,SE,167400,US,FT
Data Engineer,SE,116600,US,FT
Data Analyst,SE,126000,US,FT
Data Analyst,SE,87000,US,FT
Data Engineer,SE,152375,US,FT
Data Engineer,SE,94000,US,FT
Data Quality Analyst,SE,100000,GB,FT
Data Quality Analyst,SE,56250,GB,FT
Data Architect,SE,276000,US,FT
Data Architect,SE,174000,US,FT
Data Analyst,EN,113800,US,FT
Data Analyst,EN,74400,US,FT
Machine Learning Engineer,SE,333500,US,FT
Machine Learning Engineer,SE,183000,US,FT
Machine Learning Engineer,SE,260000,US,FT
Machine Learning Engineer,SE,192000,US,FT
Data Analyst,EN,158000,US,FT
Data Analyst,EN,105000,US,FT
Data Scientist,SE,148000,US,FT
Data Scientist,SE,110000,US,FT
Data Manager,MI,128000,US,FT
Data Manager,MI,81500,US,FT
Data Analyst,SE,115000,US,FT
Data Analyst,SE,75300,US,FT
Data Scientist,MI,140000,US,FT
Data Scientist,MI,100000,US,FT
ML Engineer,MI,240000,US,FT
ML Engineer,MI,140000,US,FT
Applied Scientist,MI,222200,US,FT
Applied Scientist,MI,136000,US,FT
Data Scientist,MI,187200,CA,FT
Data Scientist,MI,100800,CA,FT
Data Engineer,SE,153200,US,FT
Data Engineer,SE,102200,US,FT
Robotics Software Engineer,SE,240000,US,FT
Robotics Software Engineer,SE,160000,US,FT
Data Analyst,MI,105000,US,FT
Data Analyst,MI,77000,US,FT
Data Engineer,SE,207300,US,FT
Data Engineer,SE,119000,US,FT
Machine Learning Engineer,MI,160000,US,FT
Machine Learning Engineer,MI,130000,US,FT
Machine Learning Engineer,SE,155000,US,FT
Machine Learning Engineer,SE,125000,US,FT
Machine Learning Engineer,EX,265000,US,FT
Machine Learning Engineer,EX,203800,US,FT
Data Analyst,SE,135000,US,FT
Data Analyst,SE,105000,US,FT
Analytics Engineer,SE,345400,US,FT
Analytics Engineer,SE,272700,US,FT
Robotics Software Engineer,MI,198000,US,FT
Robotics Software Engineer,MI,160000,US,FT
Data Engineer,SE,198000,US,FT
Data Engineer,SE,180000,US,FT
Data Analyst,SE,100000,US,FT
Data Analyst,SE,80000,US,FT
ML Engineer,SE,250000,US,FT
ML Engineer,SE,200000,US,FT
Data Scientist,SE,155000,US,FT
Data Scientist,SE,139500,US,FT
Data Architect,SE,160000,US,FT
Data Architect,SE,110000,US,FT
Research Scientist,SE,247600,US,FT
Research Scientist,SE,127300,US,FT
Data Scientist,SE,191500,US,FT
Data Scientist,SE,111500,US,FT
Data Scientist,SE,204800,US,FT
Data Scientist,SE,115800,US,FT
Data Science Consultant,SE,116000,US,FT
Data Science Consultant,SE,90000,US,FT
Data Scientist,SE,206000,US,FT
Data Scientist,SE,140250,US,FT
Applied Scientist,SE,225000,US,FT
Data Scientist,MI,190000,US,FT
Data Scientist,MI,175000,US,FT
Data Analyst,EN,84105,US,FT
Data Analyst,EN,76095,US,FT
Machine Learning Engineer,SE,250000,US,FT
Machine Learning Engineer,SE,140000,US,FT
Data Engineer,SE,140000,US,FT
Data Engineer,SE,100000,US,FT
Machine Learning Researcher,SE,250800,US,FT
Machine Learning Researcher,SE,167200,US,FT
Data Engineer,MI,165000,US,FT
Data Engineer,MI,140250,US,FT
Data Scientist,MI,110000,US,FT
Data Scientist,MI,90000,US,FT
Research Scientist,MI,300000,US,FT
Research Scientist,MI,200000,US,FT
Data Scientist,SE,155000,US,FT
Data Scientist,SE,104603,US,FT
Data Scientist,SE,279000,US,FT
Data Scientist,SE,183000,US,FT
Data Scientist,MI,252000,US,FT
Data Scientist,MI,168000,US,FT
Data Analyst,SE,96600,US,FT
Data Analyst,SE,55200,US,FT
Data Analyst,EN,73756,US,FT
Data Analyst,EN,61463,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,100000,US,FT
Data Engineer,MI,167500,US,FT
Data Engineer,MI,106500,US,FT
Analytics Engineer,MI,126000,US,FT
Analytics Engineer,MI,78000,US,FT
AI Architect,MI,800000,CA,FT
Data DevOps Engineer,EN,47918,NL,FT
Data Analyst,EN,44555,LT,FT
Data Analyst,EN,31187,LT,FT
Data Engineer,SE,220000,US,FT
Data Engineer,SE,137500,US,FT
Data Scientist,MI,127660,US,FT
Data Scientist,MI,68740,US,FT
Machine Learning Engineer,SE,137930,CA,FT
Machine Learning Engineer,SE,74270,CA,FT
Data Engineer,SE,180500,US,FT
Data Engineer,SE,96200,US,FT
Data Engineer,SE,266875,US,FT
Data Engineer,SE,128250,US,FT
Business Intelligence,EX,230000,US,FT
Business Intelligence,EX,176900,US,FT
Data Scientist,MI,212000,US,FT
Data Scientist,MI,93300,US,FT
Machine Learning Scientist,MI,200000,US,FT
Machine Learning Scientist,MI,140000,US,FT
Data Analyst,EN,80080,US,FT
Data Analyst,EN,65400,US,FT
Machine Learning Engineer,SE,210000,US,FT
Machine Learning Engineer,SE,178500,US,FT
Data Scientist,SE,165000,US,FT
Data Scientist,SE,115500,US,FT
AI Software Engineer,SE,242000,EG,FT
AI Software Engineer,SE,106200,EG,FT
Data Integration Engineer,SE,148000,US,FT
Data Integration Engineer,SE,100000,US,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,145000,US,FT
Machine Learning Engineer,SE,180000,US,FT
Machine Learning Engineer,SE,140000,US,FT
Data Analyst,SE,96600,US,FT
Data Analyst,SE,55200,US,FT
Data Analyst,EN,85500,US,FT
Data Analyst,EN,51000,US,FT
Data Science,SE,185490,US,FT
Data Science,SE,134530,US,FT
Research Scientist,SE,337300,US,FT
Research Scientist,SE,192700,US,FT
Data Engineer,SE,205000,US,FT
Data Engineer,SE,175000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,109400,US,FT
Machine Learning Engineer,MI,200000,US,FT
Machine Learning Engineer,MI,140000,US,FT
Data Engineer,SE,277000,US,FT
Data Engineer,SE,173000,US,FT
Data Architect,EX,210000,US,FT
Data Architect,EX,180000,US,FT
Data Engineer,MI,77777,AT,FT
Data Engineer,MI,58888,AT,FT
Data Engineer,MI,200000,US,FT
Data Engineer,MI,150000,US,FT
Data Analyst,SE,193000,US,FT
Data Analyst,SE,156000,US,FT
Business Intelligence Analyst,EN,92000,AU,FT
Business Intelligence Analyst,EN,90000,AU,FT
Analytics Engineer,MI,197000,US,FT
Analytics Engineer,MI,115000,US,FT
Data Analyst,SE,95584,DE,FT
Data Analyst,SE,79653,DE,FT
Data Analyst,SE,95717,NL,FT
Data Analyst,SE,79765,NL,FT
Data Scientist,SE,170000,US,FT
Data Scientist,SE,130000,US,FT
Data Scientist,SE,297000,US,FT
Data Scientist,SE,138000,US,FT
Research Scientist,MI,212800,US,FT
Research Scientist,MI,124100,US,FT
Data Science,SE,160000,US,FT
Data Science,SE,150000,US,FT
Data Operations Specialist,SE,55720,US,FT
Data Operations Specialist,SE,50700,US,FT
Data Analyst,SE,140000,US,FT
Data Analyst,SE,136000,US,FT
Data Engineer,SE,195000,US,FT
Data Engineer,SE,147500,US,FT
Data Engineer,SE,195000,US,FT
Data Engineer,SE,147500,US,FT
Research Analyst,EN,300000,US,FT
Research Analyst,EN,150000,US,FT
Data Engineer,SE,154000,US,FT
Data Engineer,SE,103000,US,FT
Research Analyst,EN,300000,US,FT
Research Analyst,EN,150000,US,FT
Machine Learning Engineer,SE,234000,US,FT
Machine Learning Engineer,SE,208000,US,FT
Data Engineer,SE,206000,US,FT
Data Engineer,SE,175100,US,FT
Machine Learning Engineer,SE,324000,US,FT
Machine Learning Engineer,SE,159000,US,FT
Data Engineer,SE,150895,US,FT
Data Engineer,SE,120715,US,FT
Research Analyst,EN,300000,US,FT
Research Analyst,EN,150000,US,FT
Data Scientist,SE,283800,US,FT
Data Scientist,SE,234700,US,FT
Business Intelligence Analyst,EN,86000,US,FT
Business Intelligence Analyst,EN,53000,US,FT
Data Scientist,SE,187158,US,FT
Data Scientist,SE,116974,US,FT
Analytics Engineer,SE,225000,US,FT
Analytics Engineer,SE,180000,US,FT
Data Scientist,SE,179000,US,FT
Data Scientist,SE,112000,US,FT
Machine Learning Engineer,SE,195700,US,FT
Machine Learning Engineer,SE,97700,US,FT
BI Analyst,SE,100000,US,FT
BI Analyst,SE,85000,US,FT
Data Analyst,MI,119000,US,FT
Data Analyst,MI,52100,US,FT
Business Intelligence Developer,SE,136000,US,FT
Business Intelligence Developer,SE,91536,US,FT
Data Engineer,SE,199700,US,FT
Data Engineer,SE,165100,US,FT
Machine Learning Engineer,SE,251250,US,FT
Machine Learning Engineer,SE,120750,US,FT
Data Scientist,SE,240000,US,FT
Data Scientist,SE,220000,US,FT
Data Science,SE,160000,US,FT
Data Science,SE,150000,US,FT
Data Science,EX,300000,US,FT
Data Science,EX,220000,US,FT
Data Analyst,EN,130000,US,FT
Data Analyst,EN,100000,US,FT
Data Analyst,EN,170000,US,FT
Data Analyst,EN,150000,US,FT
Data Analyst,SE,150000,US,FT
Data Analyst,SE,120000,US,FT
Data Scientist,SE,247300,US,FT
Data Scientist,SE,139800,US,FT
Data Engineer,EX,220000,US,FT
Data Engineer,EX,210000,US,FT
Research Analyst,EN,116000,US,FT
Research Analyst,EN,79000,US,FT
Data Scientist,MI,130000,US,FT
Data Scientist,MI,117000,US,FT
Data Scientist,MI,172200,US,FT
Data Scientist,MI,131200,US,FT
Research Scientist,SE,210000,US,FT
Research Scientist,SE,151800,US,FT
Data Engineer,MI,133000,US,FT
Data Engineer,MI,58300,US,FT
Research Scientist,MI,359400,US,FT
Research Scientist,MI,239600,US,FT
BI Analyst,EN,80000,US,FT
BI Analyst,EN,70000,US,FT
Data Science,SE,324100,US,FT
Data Science,SE,166700,US,FT
Data Engineer,MI,100000,US,FT
Data Engineer,MI,80000,US,FT
Data Analyst,SE,85000,US,FT
Data Analyst,SE,75000,US,FT
Data Scientist,SE,243800,US,FT
Data Scientist,SE,144200,US,FT
Machine Learning Engineer,SE,220000,CA,FT
Machine Learning Engineer,SE,200000,CA,FT
AI Architect,SE,289000,US,FT
Business Intelligence Developer,MI,77826,US,FT
Business Intelligence Developer,MI,59300,US,FT
Data Scientist,MI,166000,US,FT
Data Scientist,MI,73100,US,FT
Research Engineer,MI,151500,US,FT
Research Engineer,MI,101000,US,FT
Machine Learning Engineer,SE,182000,US,FT
Machine Learning Engineer,SE,164000,US,FT
Analytics Engineer,SE,132100,US,FT
Analytics Engineer,SE,96700,US,FT
Data Manager,MI,98500,US,FT
Data Manager,MI,71500,US,FT
Machine Learning Engineer,SE,200800,US,FT
Machine Learning Engineer,SE,107800,US,FT
Data Analyst,EN,106100,US,FT
Data Analyst,EN,74300,US,FT
Data Analyst,SE,153900,US,FT
Data Analyst,SE,112715,US,FT
Analytics Engineer,SE,105000,US,FT
Analytics Engineer,SE,94200,US,FT
Data Product Manager,MI,171000,US,FT
Data Product Manager,MI,136000,US,FT
Machine Learning Engineer,SE,221000,US,FT
